学校,专业,代码,招生院系,总分,政治,外语,专业课一,专业课二,录取年份
四川大学,图书情报,1255,不区分院系,245,0,60,120,0,2023
四川大学,工程管理,1256,不区分院系,245,0,60,120,0,2023
四川大学,管理学,12,不区分院系,350,50,50,75,75,2023
四川大学,艺术,1351,不区分院系,365,50,50,75,75,2023
四川大学,艺术学,13,不区分院系,362,40,40,60,60,2023
四川大学,哲学,01,不区分院系,380,60,60,90,90,2024
四川大学,金融,0251,不区分院系,370,60,60,90,90,2024
四川大学,应用统计,0252,不区分院系,370,60,60,90,90,2024
四川大学,经济学,02,不区分院系,360,55,55,83,83,2024
四川大学,法律（非法学）,035101,法学院,350,60,60,90,90,2024
四川大学,法律（法学）,035102,法学院,365,60,60,90,90,2024
四川大学,社会工作,0352,不区分院系,331,47,47,71,71,2024
四川大学,法学,03,不区分院系,380,60,60,90,90,2024
四川大学,体育学,0403,不区分院系,313,41,41,123,0,2024
四川大学,体育,0452,不区分院系,345,50,50,150,0,2024
四川大学,国际中文教育,0453,不区分院系,380,60,60,90,90,2024
四川大学,应用心理,0454,不区分院系,360,60,60,180,0,2024
四川大学,新闻传播学,0503,不区分院系,370,60,60,90,90,2024
四川大学,翻译,0551,不区分院系,390,60,60,90,90,2024
四川大学,新闻与传播,0552,不区分院系,375,60,60,90,90,2024
四川大学,出版,0553,不区分院系,375,60,60,90,90,2024
四川大学,文学,05,不区分院系,390,60,60,90,90,2024
四川大学,中国史,0602,不区分院系,350,60,60,180,0,2024
四川大学,博物馆,0651,不区分院系,370,60,60,180,0,2024
四川大学,历史学,06,不区分院系,390,60,60,180,0,2024
四川大学,理学,07,不区分院系,325,50,50,75,75,2024
四川大学,力学,0801,不区分院系,300,45,45,68,68,2024
四川大学,动力工程及工程热物理,0807,不区分院系,300,45,45,68,68,2024
四川大学,土木工程,0814,不区分院系,300,45,45,68,68,2024
四川大学,水利工程,0815,不区分院系,300,45,45,68,68,2024
四川大学,化学工程与技术,0817,不区分院系,300,45,45,68,68,2024
四川大学,航空宇航科学与技术,0825,不区分院系,300,45,45,68,68,2024
四川大学,核科学与技术,0827,不区分院系,300,45,45,68,68,2024
四川大学,城乡规划,0853,不区分院系,335,60,60,90,90,2024
四川大学,电子信息,0854,不区分院系,320,50,50,75,75,2024
四川大学,机械,0855,不区分院系,305,45,45,68,68,2024
四川大学,材料与化工,0856,不区分院系,300,45,45,68,68,2024
四川大学,资源与环境,0857,不区分院系,300,45,45,68,68,2024
四川大学,能源动力,0858,不区分院系,345,55,55,83,83,2024
四川大学,土木水利,0859,不区分院系,315,45,45,68,68,2024
四川大学,生物与医药,0860,不区分院系,300,45,45,68,68,2024
四川大学,风景园林,0862,不区分院系,325,55,55,83,83,2024
四川大学,工学（不含工学照顾专业）,08,不区分院系,310,50,50,75,75,2024
四川大学,林业,0954,不区分院系,340,60,60,90,90,2024
四川大学,临床医学,1051,不区分院系,360,60,60,180,0,2024
四川大学,口腔医学,1052,不区分院系,370,60,60,180,0,2024
四川大学,公共卫生,1053,不区分院系,350,60,60,180,0,2024
四川大学,护理,1054,不区分院系,330,55,55,165,0,2024
四川大学,药学,1055,不区分院系,350,60,60,180,0,2024
四川大学,医学技术,1058,不区分院系,345,60,60,180,0,2024
四川大学,医学（不含中医类照顾专业）,10,不区分院系,340,55,55,165,0,2024
四川大学,工程管理,125601,商学院,220,0,60,120,0,2024
四川大学,工商管理学,1202,不区分院系,347,50,50,75,75,2024
四川大学,信息资源管理,1205,不区分院系,347,50,50,75,75,2024
四川大学,工商管理,1251,不区分院系,175,0,50,100,0,2024
四川大学,公共管理,1252,不区分院系,185,0,55,110,0,2024
四川大学,会计,1253,不区分院系,205,0,60,120,0,2024
四川大学,旅游管理,1254,不区分院系,205,0,60,120,0,2024
四川大学,图书情报,1255,不区分院系,245,0,60,120,0,2024
四川大学,工程管理,1256,不区分院系,240,0,60,120,0,2024
四川大学,审计,1257,不区分院系,250,0,60,120,0,2024
四川大学,管理学,12,不区分院系,390,60,60,90,90,2024
四川大学,美术与书法,1356,不区分院系,362,50,50,75,75,2024
四川大学,设计,1357,不区分院系,375,50,50,75,75,2024
四川大学,艺术学,13,不区分院系,375,60,60,90,90,2024
四川大学,设计学,1403,不区分院系,390,55,55,83,83,2024
四川大学,智能科学与技术,1405,不区分院系,300,45,45,68,68,2024
四川大学,文物,1451,不区分院系,330,60,60,90,90,2024
四川大学,哲学,01,不区分院系,355,60,60,90,90,2025
四川大学,金融,0251,不区分院系,365,58,58,87,87,2025
四川大学,应用统计,0252,不区分院系,365,58,58,87,87,2025
四川大学,经济学,02,不区分院系,325,55,55,83,83,2025
四川大学,法律（非法学）,035101,法学院,335,58,58,87,87,2025
四川大学,法律（法学）,035102,法学院,335,58,58,87,87,2025
四川大学,马克思主义理论,0305,不区分院系,365,58,58,87,87,2025
四川大学,社会工作,0352,不区分院系,340,50,50,75,75,2025
四川大学,法学,03,不区分院系,335,55,55,83,83,2025
四川大学,体育学,0403,不区分院系,320,45,45,135,135,2025
四川大学,体育,0452,不区分院系,340,53,53,159,159,2025
四川大学,国际中文教育,0453,不区分院系,345,55,55,83,83,2025
四川大学,应用心理,0454,不区分院系,345,55,55,165,165,2025
四川大学,翻译,0551,不区分院系,365,60,60,90,90,2025
四川大学,新闻与传播,0552,不区分院系,360,60,60,90,90,2025
四川大学,出版,0553,不区分院系,355,53,53,80,80,2025
四川大学,文学,05,不区分院系,355,53,53,80,80,2025
四川大学,博物馆,0651,不区分院系,340,50,50,150,150,2025
四川大学,历史学,06,不区分院系,336,45,45,135,135,2025
四川大学,理学,07,不区分院系,305,50,50,75,75,2025
四川大学,软件工程,085405,计算机学院（软件学院、智能科学与技术学院）,280,45,45,68,68,2025
四川大学,电气工程,085801,电气工程学院,355,58,58,87,87,2025
四川大学,力学,0801,不区分院系,300,45,45,68,68,2025
四川大学,动力工程及工程热物理,0807,不区分院系,300,45,45,68,68,2025
四川大学,水利工程,0815,不区分院系,300,45,45,68,68,2025
四川大学,航空宇航科学与技术,0825,不区分院系,300,45,45,68,68,2025
四川大学,核科学与技术,0827,不区分院系,300,45,45,68,68,2025
四川大学,城乡规划,0853,不区分院系,305,50,50,75,75,2025
四川大学,电子信息,0854,不区分院系,345,53,53,80,80,2025
四川大学,机械,0855,不区分院系,350,55,55,83,83,2025
四川大学,材料与化工,0856,不区分院系,300,45,45,68,68,2025
四川大学,资源与环境,0857,不区分院系,310,53,53,80,80,2025
四川大学,能源动力,0858,不区分院系,290,45,45,68,68,2025
四川大学,土木水利,0859,不区分院系,325,55,55,83,83,2025
四川大学,生物与医药,0860,不区分院系,290,45,45,68,68,2025
四川大学,风景园林,0862,不区分院系,345,55,55,83,83,2025
四川大学,工学（不含工学照顾专业）,08,不区分院系,310,50,50,75,75,2025
四川大学,林业,0954,不区分院系,310,55,55,83,83,2025
四川大学,临床医学,1051,不区分院系,355,55,55,165,165,2025
四川大学,口腔医学,1052,不区分院系,340,55,55,165,165,2025
四川大学,公共卫生,1053,不区分院系,325,53,53,159,159,2025
四川大学,护理,1054,不区分院系,315,50,50,150,150,2025
四川大学,药学,1055,不区分院系,315,50,50,150,150,2025
四川大学,医学技术,1058,不区分院系,360,58,58,174,174,2025
四川大学,医学（不含中医类照顾专业）,10,不区分院系,330,50,50,150,150,2025
四川大学,工程管理,125601,商学院,205,0,60,120,0,2025
四川大学,工商管理学,1202,不区分院系,333,50,50,75,75,2025
四川大学,工商管理,1251,不区分院系,151,0,40,80,0,2025
四川大学,公共管理,1252,不区分院系,180,0,50,100,0,2025
四川大学,会计,1253,不区分院系,194,0,50,100,0,2025
四川大学,旅游管理,1254,不区分院系,180,0,53,106,0,2025
四川大学,图书情报,1255,不区分院系,220,0,60,120,0,2025
四川大学,工程管理,1256,不区分院系,225,0,60,120,0,2025
四川大学,审计,1257,不区分院系,240,0,60,120,0,2025
四川大学,管理学,12,不区分院系,360,58,58,87,87,2025
四川大学,美术与书法,1356,不区分院系,360,55,55,83,83,2025
四川大学,设计,1357,不区分院系,355,60,60,90,90,2025
四川大学,艺术学,13,不区分院系,355,50,50,75,75,2025
四川大学,文物,1451,不区分院系,290,45,45,68,68,2025
四川大学,交叉学科,14,不区分院系,295,45,45,68,68,2025
四川大学,哲学,01,不区分院系,365,60,60,90,90,2026
四川大学,金融,0251,不区分院系,350,58,58,87,87,2026
四川大学,应用统计,0252,不区分院系,385,60,60,90,90,2026
四川大学,经济学,02,不区分院系,335,55,55,83,83,2026
四川大学,法律（非法学）,035101,法学院,330,58,58,87,87,2026
四川大学,法律（法学）,035102,法学院,330,58,58,87,87,2026
四川大学,社会工作,0352,不区分院系,375,60,60,90,90,2026
四川大学,党务管理,0356,不区分院系,350,55,55,83,83,2026
四川大学,法学,03,不区分院系,350,60,60,90,90,2026
四川大学,体育学,0403,不区分院系,310,45,45,135,0,2026
四川大学,体育,0452,不区分院系,345,55,55,165,0,2026
四川大学,国际中文教育,0453,不区分院系,360,60,60,90,90,2026
四川大学,应用心理,0454,不区分院系,380,60,60,180,0,2026
四川大学,翻译,0551,不区分院系,375,60,60,90,90,2026
四川大学,新闻与传播,0552,不区分院系,375,60,60,90,90,2026
四川大学,出版,0553,不区分院系,355,55,55,83,83,2026
四川大学,文学,05,不区分院系,380,60,60,90,90,2026
四川大学,博物馆,0651,不区分院系,355,58,58,174,0,2026
四川大学,历史学,06,不区分院系,355,50,50,150,0,2026
四川大学,理学,07,不区分院系,300,50,50,75,75,2026
四川大学,软件工程,085405,计算机学院（软件学院、智能科学与技术学院）,264,35,35,53,53,2026
四川大学,力学,0801,不区分院系,300,45,45,68,68,2026
四川大学,动力工程及工程热物理,0807,不区分院系,300,45,45,68,68,2026
四川大学,水利工程,0815,不区分院系,300,45,45,68,68,2026
四川大学,航空宇航科学与技术,0825,不区分院系,300,45,45,68,68,2026
四川大学,核科学与技术,0827,不区分院系,300,45,45,68,68,2026
四川大学,城乡规划,0853,不区分院系,290,50,50,75,75,2026
四川大学,电子信息,0854,不区分院系,360,55,55,83,83,2026
四川大学,机械,0855,不区分院系,350,55,55,83,83,2026
四川大学,材料与化工,0856,不区分院系,320,50,50,75,75,2026
四川大学,资源与环境,0857,不区分院系,340,55,55,83,83,2026
四川大学,能源动力,0858,不区分院系,355,50,50,75,75,2026
四川大学,土木水利,0859,不区分院系,340,55,55,83,83,2026
四川大学,生物与医药,0860,不区分院系,305,45,45,68,68,2026
四川大学,风景园林,0862,不区分院系,335,55,55,83,83,2026
四川大学,工学（不含工学照顾专业）,08,不区分院系,305,50,50,75,75,2026
四川大学,林业,0954,不区分院系,325,55,55,83,83,2026
四川大学,临床医学,1051,不区分院系,370,60,60,180,0,2026
四川大学,口腔医学,1052,不区分院系,360,60,60,180,0,2026
四川大学,公共卫生,1053,不区分院系,350,55,55,165,0,2026
四川大学,护理,1054,不区分院系,330,53,53,159,0,2026
四川大学,药学,1055,不区分院系,335,58,58,174,0,2026
四川大学,医学技术,1058,不区分院系,340,55,55,165,0,2026
四川大学,医学,10,不区分院系,340,55,55,165,0,2026
四川大学,工程管理,125601,商学院,220,0,60,120,0,2026
四川大学,工商管理,1251,不区分院系,146,0,35,70,0,2026
四川大学,公共管理,1252,不区分院系,185,0,55,110,0,2026
四川大学,会计,1253,不区分院系,199,0,51,102,0,2026
四川大学,旅游管理,1254,不区分院系,185,0,50,100,0,2026
四川大学,图书情报,1255,不区分院系,250,0,60,120,0,2026
四川大学,工程管理,1256,不区分院系,240,0,60,120,0,2026
四川大学,管理学,12,不区分院系,360,55,55,83,83,2026
四川大学,美术与书法,1356,不区分院系,375,58,58,87,87,2026
四川大学,设计,1357,不区分院系,370,58,58,87,87,2026
四川大学,艺术学,13,不区分院系,355,50,50,75,75,2026
四川大学,文物,1451,不区分院系,290,45,45,68,68,2026
四川大学,交叉学科,14,不区分院系,320,50,50,75,75,2026
中国人民大学,哲学,01,不区分院系,355,55,55,90,90,2023
中国人民大学,金融,0251,财政金融学院,390,60,60,90,90,2023
中国人民大学,金融,0251,国际学院,380,60,60,90,90,2023
中国人民大学,应用统计,0252,不区分院系,380,55,55,90,90,2023
中国人民大学,税务,0253,不区分院系,390,60,60,90,90,2023
中国人民大学,国际商务,0254,不区分院系,355,60,60,90,90,2023
中国人民大学,保险,0255,不区分院系,395,60,60,90,90,2023
中国人民大学,资产评估,0256,不区分院系,380,60,60,90,90,2023
中国人民大学,经济学,02,不区分院系,355,55,55,90,90,2023
中国人民大学,法律（非法学）,035101,不区分院系,370,60,60,90,90,2023
中国人民大学,法律（法学）,035102,不区分院系,370,60,60,90,90,2023
中国人民大学,社会工作,0352,不区分院系,375,60,60,90,90,2023
中国人民大学,法学,03,不区分院系,355,55,55,90,90,2023
中国人民大学,汉语国际教育,0453,不区分院系,365,55,55,90,90,2023
中国人民大学,应用心理,0454,不区分院系,350,51,51,153,0,2023
中国人民大学,教育学（不含体育学）,04,不区分院系,365,60,60,180,0,2023
中国人民大学,翻译,0551,不区分院系,363,54,54,90,90,2023
中国人民大学,新闻与传播,0552,不区分院系,365,55,55,90,90,2023
中国人民大学,文学,05,不区分院系,365,60,60,90,90,2023
中国人民大学,文物与博物馆,0651,不区分院系,345,55,55,180,0,2023
中国人民大学,历史学,06,不区分院系,336,55,55,180,0,2023
中国人民大学,理学,07,不区分院系,315,50,50,90,90,2023
中国人民大学,电子信息,0854,不区分院系,300,50,50,80,80,2023
中国人民大学,资源与环境,0857,不区分院系,273,38,38,57,57,2023
中国人民大学,工学（不含工学照顾专业）,08,不区分院系,300,50,50,80,80,2023
中国人民大学,农业,0951,不区分院系,340,50,50,90,90,2023
中国人民大学,医学（不含中医类照顾专业）,10,不区分院系,355,55,55,180,0,2023
中国人民大学,工商管理,1251,不区分院系,150,0,41,82,0,2023
中国人民大学,公共管理,1252,不区分院系,185,0,50,100,0,2023
中国人民大学,会计,1253,不区分院系,260,0,60,120,0,2023
中国人民大学,图书情报,1255,不区分院系,215,0,55,110,0,2023
中国人民大学,管理学,12,不区分院系,355,55,55,90,90,2023
中国人民大学,艺术,1351,不区分院系,365,50,50,90,90,2023
中国人民大学,艺术学,13,不区分院系,365,50,50,90,90,2023
中国人民大学,哲学,010100,哲学院,380,60,60,90,90,2024
中国人民大学,哲学,010100,哲学院,380,60,60,90,90,2024
中国人民大学,哲学,010100,哲学院,380,60,60,90,90,2024
中国人民大学,马克思主义哲学,010101,马克思主义学院,380,60,60,90,90,2024
中国人民大学,国学,0101J1,国学院,380,60,60,90,90,2024
中国人民大学,应用伦理,015100,哲学院,345,55,55,90,90,2024
中国人民大学,应用伦理,0151,不区分院系,345,55,55,90,90,2024
中国人民大学,哲学,01,不区分院系,380,60,60,90,90,2024
中国人民大学,理论经济学,020100,国际关系学院,370,60,60,90,90,2024
中国人民大学,理论经济学,020100,经济学院,385,60,60,90,90,2024
中国人民大学,政治经济学,020101,马克思主义学院,375,60,60,90,90,2024
中国人民大学,人口、资源与环境经济学,020106,环境学院,383,60,60,90,90,2024
中国人民大学,应用经济学,020200,经济学院,385,60,60,90,90,2024
中国人民大学,应用经济学,020200,商学院,370,60,60,90,90,2024
中国人民大学,应用经济学,020200,公共管理学院,385,60,60,90,90,2024
中国人民大学,应用经济学,020200,应用经济学院,374,60,60,90,90,2024
中国人民大学,劳动经济学,020207,劳动人事学院,380,60,60,90,90,2024
中国人民大学,金融,025100,智慧治理学院,345,60,60,90,90,2024
中国人民大学,金融,025100,国际学院,384,60,60,90,90,2024
中国人民大学,应用统计,025200,统计学院,403,60,60,90,90,2024
中国人民大学,应用统计,025200,统计与大数据研究院,410,60,60,90,90,2024
中国人民大学,国际商务,025400,经济学院,362,60,60,90,90,2024
中国人民大学,数字经济,025800,经济学院,338,55,55,85,85,2024
中国人民大学,数字经济,025800,智慧治理学院,340,50,50,80,80,2024
中国人民大学,应用经济学,0202,财政金融学院,370,60,60,90,90,2024
中国人民大学,金融,0251,财政金融学院,385,60,60,90,90,2024
中国人民大学,金融,0251,国际学院,345,60,60,90,90,2024
中国人民大学,金融,0251,智慧治理学院,345,60,60,90,90,2024
中国人民大学,应用统计,0252,不区分院系,400,60,60,90,90,2024
中国人民大学,税务,0253,不区分院系,385,60,60,90,90,2024
中国人民大学,税务,0253,财政金融学院,385,60,60,90,90,2024
中国人民大学,国际商务,0254,不区分院系,345,60,60,90,90,2024
中国人民大学,国际商务,0254,商学院,345,60,60,90,90,2024
中国人民大学,保险,0255,不区分院系,355,55,55,85,85,2024
中国人民大学,保险,0255,财政金融学院,355,55,55,85,85,2024
中国人民大学,资产评估,0256,不区分院系,380,60,60,90,90,2024
中国人民大学,资产评估,0256,商学院,380,60,60,90,90,2024
中国人民大学,数字经济,0258,经济学院,338,55,55,85,85,2024
中国人民大学,数字经济,0258,智慧治理学院,340,50,50,80,80,2024
中国人民大学,碳经济,0259,不区分院系,338,47,47,71,71,2024
中国人民大学,经济学,02,不区分院系,370,60,60,90,90,2024
中国人民大学,法学,030100,法学院,388,60,60,90,90,2024
中国人民大学,劳动关系学,0301J3,劳动人事学院,386,60,60,90,90,2024
中国人民大学,政治学,030200,国际关系学院,396,60,60,90,90,2024
中国人民大学,政治学,030200,马克思主义学院,390,60,60,90,90,2024
中国人民大学,社会心理学,0303Z2,理学院心理学系,385,65,65,100,100,2024
中国人民大学,马克思主义理论,030500,马克思主义学院,390,60,60,90,90,2024
中国人民大学,法律（非法学）,035101,法学院,360,60,60,90,90,2024
中国人民大学,法律（法学）,035102,法学院,375,60,60,90,90,2024
中国人民大学,社会学,0303,社会与人口学院,400,60,60,90,90,2024
中国人民大学,社会工作,0352,不区分院系,385,60,60,90,90,2024
中国人民大学,社会工作,0352,社会与人口学院,385,60,60,90,90,2024
中国人民大学,社会政策,0356,不区分院系,385,50,50,80,80,2024
中国人民大学,社会政策,0356,社会与人口学院,385,50,50,80,80,2024
中国人民大学,法学,03,不区分院系,375,60,60,90,90,2024
中国人民大学,体育文化与管理,0401Z2,体育部,370,60,60,180,153,2024
中国人民大学,心理学,040200,理学院心理学系,379,65,65,210,0,2024
中国人民大学,应用心理,045400,理学院心理学系,350,51,51,180,0,2024
中国人民大学,国际中文教育,0453,不区分院系,370,60,60,90,90,2024
中国人民大学,应用心理,0454,不区分院系,350,51,51,153,153,2024
中国人民大学,教育学（不含体育学）,04,不区分院系,370,60,60,180,0,2024
中国人民大学,文艺学,050101,文学院,390,60,60,90,90,2024
中国人民大学,语言学及应用语言学,050102,文学院,375,60,60,90,90,2024
中国人民大学,汉语言文字学,050103,文学院,370,60,60,90,90,2024
中国人民大学,中国古典文献学,050104,文学院,365,60,60,90,90,2024
中国人民大学,中国古代文学,050105,文学院,405,60,60,90,90,2024
中国人民大学,中国现当代文学,050106,文学院,405,60,60,90,90,2024
中国人民大学,比较文学与世界文学,050108,文学院,395,60,60,90,90,2024
中国人民大学,国学,0501J1,国学院,365,60,60,90,90,2024
中国人民大学,国学,0501J1,国学院,365,60,60,90,90,2024
中国人民大学,国学,0501J1,国学院,365,60,60,90,90,2024
中国人民大学,古典学,0501Z1,文学院,365,60,60,90,90,2024
中国人民大学,心理语言学,0501Z2,理学院心理学系,365,60,60,90,90,2024
中国人民大学,创造性写作,0501Z3,文学院,400,60,60,90,90,2024
中国人民大学,英语语言文学,050201,外国语学院,385,60,60,90,90,2024
中国人民大学,俄语语言文学,050202,外国语学院,365,60,60,90,90,2024
中国人民大学,法语语言文学,050203,外国语学院,365,60,60,90,90,2024
中国人民大学,德语语言文学,050204,外国语学院,365,60,60,90,90,2024
中国人民大学,日语语言文学,050205,外国语学院,365,60,60,90,90,2024
中国人民大学,外国语言学及应用语言学,050211,外国语学院,365,60,60,90,90,2024
中国人民大学,英语笔译,055101,外国语学院,395,60,60,90,90,2024
中国人民大学,英语口译,055102,外国语学院,395,60,60,90,90,2024
中国人民大学,新闻传播学,0503,新闻学院,378,60,60,90,90,2024
中国人民大学,翻译,0551,不区分院系,395,60,60,90,90,2024
中国人民大学,新闻与传播,0552,不区分院系,365,55,55,90,90,2024
中国人民大学,新闻与传播,0552,新闻学院,365,55,55,90,90,2024
中国人民大学,文学,05,不区分院系,365,60,60,90,90,2024
中国人民大学,考古学,060100,历史学院,390,55,55,180,0,2024
中国人民大学,中国史,060200,历史学院,365,55,55,180,0,2024
中国人民大学,国学,0602J1,国学院,345,55,55,180,147,2024
中国人民大学,国学,0602J1,国学院,345,55,55,180,147,2024
中国人民大学,世界史,060300,历史学院,345,55,55,180,0,2024
中国人民大学,博物馆,065100,历史学院,375,60,60,180,0,2024
中国人民大学,博物馆,0651,不区分院系,375,60,60,180,0,2024
中国人民大学,历史学,06,不区分院系,345,55,55,180,0,2024
中国人民大学,数学,070100,数学学院,370,50,50,90,90,2024
中国人民大学,物理学,070200,理学院物理学系,340,50,50,90,90,2024
中国人民大学,化学,070300,理学院化学系,345,50,50,90,90,2024
中国人民大学,生态学,071300,环境学院,370,50,50,90,90,2024
中国人民大学,统计学,071400,统计学院,386,50,50,90,90,2024
中国人民大学,理学,07,不区分院系,340,50,50,90,90,2024
中国人民大学,计算机科学与技术,081200,信息学院,330,55,55,85,85,2024
中国人民大学,人工智能,0812Z3,高瓴人工智能学院,370,50,50,90,90,2024
中国人民大学,环境科学与工程,083000,环境学院,320,50,50,70,70,2024
中国人民大学,电子信息,085400,智慧治理学院,328,50,50,85,85,2024
中国人民大学,电子信息,0854,信息学院,305,50,50,85,85,2024
中国人民大学,电子信息,0854,智慧治理学院,325,50,50,85,85,2024
中国人民大学,工学（不含工学照顾专业）,08,不区分院系,320,50,50,70,70,2024
中国人民大学,农业管理,095137,农业与农村发展学院,370,60,60,90,90,2024
中国人民大学,农村发展,095138,农业与农村发展学院,370,60,60,90,90,2024
中国人民大学,农业,0951,不区分院系,370,60,60,90,90,2024
中国人民大学,农业,0951,农业与农村发展学院,370,60,60,90,90,2024
中国人民大学,流行病与卫生统计学,100401,统计学院,370,60,60,180,0,2024
中国人民大学,医学（不含中医类照顾专业）,10,不区分院系,370,60,60,180,0,2024
中国人民大学,管理科学与工程,120100,商学院,380,60,60,90,90,2024
中国人民大学,工商管理学,120200,商学院,380,60,60,90,90,2024
中国人民大学,技术经济及管理,120204,农业与农村发展学院,380,60,60,90,90,2024
中国人民大学,人力资源管理,1202Z1,劳动人事学院,385,60,60,90,90,2024
中国人民大学,农林经济管理,120300,农业与农村发展学院,380,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,公共管理学,120400,公共管理学院,399,60,60,90,90,2024
中国人民大学,社会医学与卫生事业管理,120402,社会与人口学院,380,60,60,90,90,2024
中国人民大学,社会保障,120404,劳动人事学院,390,60,60,90,90,2024
中国人民大学,可持续发展管理,1204J2,环境学院,380,60,60,90,90,2024
中国人民大学,信息资源管理,120500,信息资源管理学院,408,60,60,90,90,2024
中国人民大学,图书情报,125500,信息资源管理学院,198,0,51,102,0,2024
中国人民大学,人力资源开发与管理,1258S1,劳动人事学院,245,0,60,120,0,2024
中国人民大学,工商管理,1251,不区分院系,135,0,39,78,0,2024
中国人民大学,公共管理,1252,不区分院系,185,0,50,100,0,2024
中国人民大学,会计,1253,不区分院系,255,0,60,120,0,2024
中国人民大学,会计,1253,商学院,255,0,60,120,0,2024
中国人民大学,图书情报,1255,不区分院系,198,0,51,102,0,2024
中国人民大学,人力资源开发与管理,1258,不区分院系,245,0,60,120,0,2024
中国人民大学,管理学,12,不区分院系,380,60,60,90,90,2024
中国人民大学,管理学,12,农业与农村发展学院,380,60,60,90,90,2024
中国人民大学,艺术学,130100,文学院,385,60,60,90,90,2024
中国人民大学,艺术学,130100,艺术学院,370,60,60,90,90,2024
中国人民大学,设计,135700,艺术学院,385,55,55,90,90,2024
中国人民大学,设计,1357,不区分院系,385,55,55,90,90,2024
中国人民大学,艺术学,13,不区分院系,370,60,60,90,90,2024
中国人民大学,国家安全学,140200,国际关系学院,397,60,60,90,90,2024
中国人民大学,文物,145100,历史学院,375,60,60,90,90,2024
中国人民大学,文物,1451,不区分院系,375,60,60,90,90,2024
中国人民大学,交叉学科,14,不区分院系,395,60,60,90,90,2024
中国人民大学,应用伦理,0151,不区分院系,345,45,45,90,90,2025
中国人民大学,哲学,01,不区分院系,330,50,50,90,90,2025
中国人民大学,金融,0251,财政金融学院,360,55,55,90,90,2025
中国人民大学,金融,0251,智慧治理学院,355,55,55,90,90,2025
中国人民大学,金融,0251,国际学院,355,55,55,90,90,2025
中国人民大学,应用统计,0252,不区分院系,355,50,50,90,90,2025
中国人民大学,税务,0253,不区分院系,365,60,60,90,90,2025
中国人民大学,国际商务,0254,不区分院系,330,50,50,90,90,2025
中国人民大学,保险,0255,不区分院系,345,50,50,85,85,2025
中国人民大学,资产评估,0256,不区分院系,365,60,60,90,90,2025
中国人民大学,数字经济,0258,经济学院,330,50,50,90,90,2025
中国人民大学,数字经济,0258,智慧治理学院,325,50,50,90,90,2025
中国人民大学,碳经济,0259,不区分院系,345,55,55,90,90,2025
中国人民大学,金融数学与金融计算,0260,不区分院系,330,40,40,60,60,2025
中国人民大学,经济学,02,不区分院系,330,55,55,90,90,2025
中国人民大学,法律（非法学）,035101,法学院,345,55,55,90,90,2025
中国人民大学,法律（法学）,035102,法学院,340,60,60,90,90,2025
中国人民大学,社会工作,0352,不区分院系,375,50,50,90,90,2025
中国人民大学,社会政策,0356,不区分院系,330,40,40,90,90,2025
中国人民大学,法学,03,不区分院系,340,50,50,90,90,2025
中国人民大学,国际中文教育,0453,不区分院系,341,45,45,90,90,2025
中国人民大学,应用心理,0454,不区分院系,310,38,38,114,114,2025
中国人民大学,教育学（不含体育学）,04,不区分院系,341,55,55,180,0,2025
中国人民大学,翻译,0551,不区分院系,365,60,60,90,90,2025
中国人民大学,新闻与传播,0552,不区分院系,351,47,47,90,90,2025
中国人民大学,文学,05,不区分院系,351,55,55,90,90,2025
中国人民大学,博物馆,0651,不区分院系,350,55,55,180,0,2025
中国人民大学,历史学,06,不区分院系,336,55,55,180,0,2025
中国人民大学,理学,07,不区分院系,310,45,45,80,80,2025
中国人民大学,电子信息,0854,信息学院,265,34,34,51,51,2025
中国人民大学,电子信息,0854,智慧治理学院,360,50,50,90,90,2025
中国人民大学,资源与环境,0857,不区分院系,264,35,35,53,53,2025
中国人民大学,工学（不含工学照顾专业）,08,不区分院系,320,45,45,90,90,2025
中国人民大学,农业,0951,不区分院系,350,50,50,90,90,2025
中国人民大学,医学（不含中医类照顾专业）,10,不区分院系,310,50,50,180,0,2025
中国人民大学,公共管理,1252,不区分院系,168,39,39,78,78,2025
中国人民大学,会计,1253,不区分院系,199,51,51,102,102,2025
中国人民大学,图书情报,1255,不区分院系,191,0,50,100,0,2025
中国人民大学,人力资源开发与管理,1258,不区分院系,350,50,50,90,90,2025
中国人民大学,档案管理,1259,不区分院系,332,41,41,62,62,2025
中国人民大学,衣业农村管理,1260,不区分院系,335,41,41,62,62,2025
中国人民大学,管理学,12,不区分院系,345,50,50,90,90,2025
中国人民大学,美术与书法,1356,不区分院系,351,45,45,90,90,2025
中国人民大学,设计,1357,不区分院系,365,55,55,90,90,2025
