学校,专业,代码,招生院系,总分,政治,外语,专业课一,专业课二,录取年份
上海工程技术大学,法学,03,不区分院系,326,45,45,68,68,2023
上海工程技术大学,理学,07,不区分院系,279,38,38,57,57,2023
上海工程技术大学,电子信息,0854,不区分院系,273,38,38,57,57,2023
上海工程技术大学,机械,0855,不区分院系,273,38,38,57,57,2023
上海工程技术大学,材料与化工,0856,不区分院系,273,38,38,57,57,2023
上海工程技术大学,资源与环境,0857,不区分院系,273,38,38,57,57,2023
上海工程技术大学,交通运输,0861,不区分院系,273,38,38,57,57,2023
上海工程技术大学,工学（不含工学照顾专业）,08,不区分院系,273,38,38,57,57,2023
上海工程技术大学,医学（不含中医类照顾专业）,10,不区分院系,296,39,39,117,0,2023
上海工程技术大学,工商管理,1251,不区分院系,167,0,41,82,0,2023
上海工程技术大学,公共管理,1252,不区分院系,175,0,44,88,0,2023
上海工程技术大学,管理学,12,不区分院系,340,47,47,71,71,2023
上海工程技术大学,艺术,1351,不区分院系,362,40,40,60,60,2023
上海工程技术大学,艺术学,13,不区分院系,362,40,40,60,60,2023
上海工程技术大学,法学,03,不区分院系,331,47,47,71,71,2024
上海工程技术大学,理学,07,不区分院系,288,41,41,62,62,2024
上海工程技术大学,电子信息,0854,不区分院系,273,37,37,56,56,2024
上海工程技术大学,机械,0855,不区分院系,273,37,37,56,56,2024
上海工程技术大学,材料与化工,0856,不区分院系,273,37,37,56,56,2024
上海工程技术大学,资源与环境,0857,不区分院系,273,37,37,56,56,2024
上海工程技术大学,交通运输,0861,不区分院系,273,37,37,56,56,2024
上海工程技术大学,工学（不含工学照顾专业）,08,不区分院系,273,37,37,56,56,2024
上海工程技术大学,医学（不含中医类照顾专业）,10,不区分院系,304,42,42,126,126,2024
上海工程技术大学,工商管理,1251,不区分院系,162,0,39,78,0,2024
上海工程技术大学,公共管理,1252,不区分院系,173,0,43,86,0,2024
上海工程技术大学,管理学,12,不区分院系,347,49,49,74,74,2024
上海工程技术大学,设计,1357,不区分院系,362,40,40,60,60,2024
上海工程技术大学,交叉学科,14,不区分院系,275,39,39,59,59,2024
上海工程技术大学,应用统计,0252,不区分院系,323,40,40,60,60,2025
上海工程技术大学,法学,03,不区分院系,323,40,40,60,60,2025
上海工程技术大学,理学,07,不区分院系,274,34,34,51,51,2025
上海工程技术大学,电子信息,0854,不区分院系,260,34,34,51,51,2025
上海工程技术大学,机械,0855,不区分院系,260,34,34,51,51,2025
上海工程技术大学,材料与化工,0856,不区分院系,260,34,34,51,51,2025
上海工程技术大学,资源与环境,0857,不区分院系,260,34,34,51,51,2025
上海工程技术大学,能源动力,0858,不区分院系,260,34,34,51,51,2025
上海工程技术大学,生物与医药,0860,不区分院系,260,34,34,51,51,2025
上海工程技术大学,交通运输,0861,不区分院系,260,34,34,51,51,2025
上海工程技术大学,工学（不含工学照顾专业）,08,不区分院系,260,34,34,51,51,2025
上海工程技术大学,医学（不含中医类照顾专业）,10,不区分院系,293,36,36,108,0,2025
上海工程技术大学,工商管理,1251,不区分院系,151,0,35,70,0,2025
上海工程技术大学,公共管理,1252,不区分院系,164,0,38,76,0,2025
上海工程技术大学,工程管理,1256,不区分院系,162,0,38,76,0,2025
上海工程技术大学,管理学,12,不区分院系,333,41,41,62,62,2025
上海工程技术大学,设计,1357,不区分院系,351,37,37,56,56,2025
上海工程技术大学,交叉学科,14,不区分院系,266,34,34,51,51,2025
上海工程技术大学,应用统计,025200,数理与统计学院,324,40,40,60,60,2026
上海工程技术大学,马克思主义理论,030500,马克思主义学院,321,40,40,60,60,2026
上海工程技术大学,统计学,071400,数理与统计学院,275,35,35,53,53,2026
上海工程技术大学,机械工程,080200,机械与汽车工程学院,264,35,35,53,53,2026
上海工程技术大学,光学工程,080300,数理与统计学院,264,35,35,53,53,2026
上海工程技术大学,材料科学与工程,080500,材料科学与工程学院,264,35,35,53,53,2026
上海工程技术大学,控制科学与工程,081100,电子电气工程学院,264,35,35,53,53,2026
上海工程技术大学,化学工程与技术,081700,化学化工学院,264,35,35,53,53,2026
上海工程技术大学,纺织科学与工程,082100,纺织服装学院,264,35,35,53,53,2026
上海工程技术大学,交通运输工程,082300,城市轨道交通学院,264,35,35,53,53,2026
上海工程技术大学,电子信息,085400,电子电气工程学院,264,35,35,53,53,2026
上海工程技术大学,机械,085500,机械与汽车工程学院,264,35,35,53,53,2026
上海工程技术大学,机械,085500,艺术设计学院,264,35,35,53,53,2026
上海工程技术大学,材料与化工,085600,材料科学与工程学院,264,35,35,53,53,2026
上海工程技术大学,材料与化工,085600,纺织服装学院,264,35,35,53,53,2026
上海工程技术大学,资源与环境,085700,化学化工学院,264,35,35,53,53,2026
上海工程技术大学,能源动力,085800,机械与汽车工程学院,264,35,35,53,53,2026
上海工程技术大学,能源动力,085800,电子电气工程学院,264,35,35,53,53,2026
上海工程技术大学,生物与医药,086000,化学化工学院,264,35,35,53,53,2026
上海工程技术大学,交通运输,086100,航空运输学院,264,35,35,53,53,2026
上海工程技术大学,交通运输,086100,城市轨道交通学院,264,35,35,53,53,2026
上海工程技术大学,药学,100700,化学化工学院,294,36,36,108,0,2026
上海工程技术大学,工商管理学,120200,管理学院,332,41,41,62,62,2026
上海工程技术大学,公共管理学,120400,管理学院,345,41,41,62,62,2026
上海工程技术大学,工商管理,125100,管理学院,146,0,35,70,0,2026
上海工程技术大学,公共管理,125200,管理学院,168,0,39,78,0,2026
上海工程技术大学,工程管理,125600,管理学院,166,0,39,78,0,2026
上海工程技术大学,设计,135700,艺术设计学院,354,38,38,57,57,2026
上海工程技术大学,设计,135700,国际创意设计学院,354,38,38,57,57,2026
上海工程技术大学,集成电路科学与工程,140100,电子电气工程学院,266,35,35,53,53,2026
上海工程技术大学,集成电路科学与工程,140100,化学化工学院,266,35,35,53,53,2026
上海工程技术大学,集成电路科学与工程,140100,材料科学与工程学院,266,35,35,53,53,2026
上海工程技术大学,设计学,140300,艺术设计学院,266,35,35,53,53,2026
上海工程技术大学,智能科学与技术,140500,电子电气工程学院,266,35,35,53,53,2026
海军工程大学,新一代电子信息技术（含量子技术等）,085401,不区分院系,273,38,38,57,57,2023
海军工程大学,通信工程（含宽带网络、移动通信等）,085402,不区分院系,273,38,38,57,57,2023
海军工程大学,控制工程,085406,不区分院系,273,38,38,57,57,2023
海军工程大学,仪器仪表工程,085407,不区分院系,273,38,38,57,57,2023
海军工程大学,人工智能,085410,不区分院系,273,38,38,57,57,2023
海军工程大学,大数据技术与工程,085411,不区分院系,273,38,38,57,57,2023
海军工程大学,机械工程,085501,不区分院系,273,38,38,57,57,2023
海军工程大学,船舶工程,085505,不区分院系,273,38,38,57,57,2023
海军工程大学,兵器工程,085506,不区分院系,273,38,38,57,57,2023
海军工程大学,电气工程,085801,不区分院系,320,38,38,57,57,2023
海军工程大学,动力工程,085802,不区分院系,273,38,38,57,57,2023
海军工程大学,核能工程,085803,不区分院系,273,38,38,57,57,2023
海军工程大学,动力工程及工程热物理,0807,不区分院系,260,35,35,53,53,2023
海军工程大学,电气工程,0808,不区分院系,273,38,38,57,57,2023
海军工程大学,信息与通信工程,0810,不区分院系,273,38,38,57,57,2023
海军工程大学,控制科学与工程,0811,不区分院系,273,38,38,57,57,2023
海军工程大学,船舶与海洋工程,0824,不区分院系,260,35,35,53,53,2023
海军工程大学,兵器科学与技术,0826,不区分院系,260,35,35,53,53,2023
海军工程大学,核科学与技术,0827,不区分院系,260,35,35,53,53,2023
海军工程大学,数学,070100,基础部,288,41,41,62,62,2024
海军工程大学,机械工程,080200,动力工程学院,273,37,37,56,56,2024
海军工程大学,动力工程及工程热物理,080700,动力工程学院,260,35,35,53,53,2024
海军工程大学,电气工程,080800,电气工程学院、军用电气科学与技术研究所,322,37,37,56,56,2024
海军工程大学,信息与通信工程,081000,电子工程学院,273,37,37,56,56,2024
海军工程大学,控制科学与工程,081100,电子工程学院,273,37,37,56,56,2024
海军工程大学,控制科学与工程,081100,电气工程学院、军用电气科学与技术研究所,273,37,37,56,56,2024
海军工程大学,控制科学与工程,081100,兵器工程学院,273,37,37,56,56,2024
海军工程大学,船舶与海洋工程,082400,动力工程学院,260,35,35,53,53,2024
海军工程大学,船舶与海洋工程,082400,电子工程学院,260,35,35,53,53,2024
海军工程大学,船舶与海洋工程,082400,舰船与海洋学院,260,35,35,53,53,2024
海军工程大学,兵器科学与技术,082600,兵器工程学院,260,35,35,53,53,2024
海军工程大学,核科学与技术,082700,核科学技术学院,260,35,35,53,53,2024
海军工程大学,网络空间安全,083900,信息安全系,273,37,37,56,56,2024
海军工程大学,新一代电子信息技术（含量子技术等）,085401,电子工程学院,273,37,37,56,56,2024
海军工程大学,通信工程（含宽带网络、移动通信等）,085402,电子工程学院,273,37,37,56,56,2024
海军工程大学,控制工程,085406,电子工程学院,273,37,37,56,56,2024
海军工程大学,控制工程,085406,电气工程学院、军用电气科学与技术研究所,273,37,37,56,56,2024
海军工程大学,控制工程,085406,兵器工程学院,273,37,37,56,56,2024
海军工程大学,仪器仪表工程,085407,电气工程学院、军用电气科学与技术研究所,273,37,37,56,56,2024
海军工程大学,人工智能,085410,电子工程学院,273,37,37,56,56,2024
海军工程大学,大数据技术与工程,085411,电子工程学院,273,37,37,56,56,2024
海军工程大学,机械工程,085501,动力工程学院,273,37,37,56,56,2024
海军工程大学,船舶工程,085505,动力工程学院,273,37,37,56,56,2024
海军工程大学,船舶工程,085505,电子工程学院,273,37,37,56,56,2024
海军工程大学,船舶工程,085505,舰船与海洋学院,273,37,37,56,56,2024
海军工程大学,兵器工程,085506,兵器工程学院,273,37,37,56,56,2024
海军工程大学,材料工程,085601,基础部,273,37,37,56,56,2024
海军工程大学,材料工程,085601,舰船与海洋学院,273,37,37,56,56,2024
海军工程大学,电气工程,085801,电气工程学院、军用电气科学与技术研究所,330,37,37,56,56,2024
海军工程大学,动力工程,085802,动力工程学院,273,37,37,56,56,2024
海军工程大学,核能工程,085803,核科学技术学院,273,37,37,56,56,2024
海军工程大学,军事智能,111100,电子工程学院,260,35,35,53,53,2024
海军工程大学,作战指挥保障,115400,电子工程学院,260,35,35,53,53,2024
海军工程大学,后勤与装备保障,115600,舰船与海洋学院,260,35,35,53,53,2024
海军工程大学,管理科学与工程,120100,管理工程与装备经济系,347,49,49,74,74,2024
海军工程大学,工程管理,125601,管理工程与装备经济系,176,0,43,86,0,2024
武汉科技大学,哲学,010100,马克思主义学院,323,45,45,68,68,2023
武汉科技大学,应用经济学,020200,文法与经济学院,346,48,48,72,72,2023
武汉科技大学,应用统计,025200,理学院,346,48,48,72,72,2023
武汉科技大学,国际商务,025400,文法与经济学院,350,55,55,72,72,2023
武汉科技大学,马克思主义理论,030500,马克思主义学院,363,45,45,68,68,2023
武汉科技大学,马克思主义法学,0305Z1,文法与经济学院,326,45,45,68,68,2023
武汉科技大学,法律（法学）,035102,文法与经济学院,326,45,45,68,68,2023
武汉科技大学,社会工作,035200,文法与经济学院,354,55,55,68,68,2023
武汉科技大学,外国语言文学,050200,外国语学院,363,54,54,81,81,2023
武汉科技大学,英语笔译,055101,外国语学院,363,54,54,81,81,2023
武汉科技大学,数学,070100,理学院,285,45,45,57,57,2023
武汉科技大学,物理学,070200,理学院,279,38,38,57,57,2023
武汉科技大学,化学,070300,化学与化工学院,279,38,38,57,57,2023
武汉科技大学,生物学,071000,医学院,279,38,38,57,57,2023
武汉科技大学,生物学,071000,生命科学与健康学院,279,38,38,57,57,2023
武汉科技大学,系统科学,071100,理学院,279,38,38,57,57,2023
武汉科技大学,统计学,071400,理学院,285,45,45,57,57,2023
武汉科技大学,力学,080100,理学院,260,35,35,53,53,2023
武汉科技大学,机械工程,080200,机械自动化学院,273,38,38,57,57,2023
武汉科技大学,车辆工程,080204,汽车与交通工程学院,273,38,38,57,57,2023
武汉科技大学,仪器科学与技术,080400,机械自动化学院,273,38,38,57,57,2023
武汉科技大学,材料科学与工程,080500,材料与冶金学院,273,38,38,57,57,2023
武汉科技大学,材料科学与工程,080500,高性能钢铁材料及其应用省部共建协同创新中心,273,38,38,57,57,2023
武汉科技大学,冶金工程,080600,材料与冶金学院,260,35,35,53,53,2023
武汉科技大学,冶金工程,080600,高性能钢铁材料及其应用省部共建协同创新中心,260,35,35,53,53,2023
武汉科技大学,电气工程,080800,信息科学与工程学院/人工智能学院,273,38,38,57,57,2023
武汉科技大学,信息与通信工程,081000,信息科学与工程学院/人工智能学院,273,38,38,57,57,2023
武汉科技大学,控制科学与工程,081100,信息科学与工程学院/人工智能学院,273,38,38,57,57,2023
武汉科技大学,计算机科学与技术,081200,计算机科学与技术学院,273,38,38,57,57,2023
武汉科技大学,网络信息安全,0812J2,计算机科学与技术学院,273,38,38,57,57,2023
武汉科技大学,建筑学,081300,城市建设学院,273,38,38,57,57,2023
武汉科技大学,土木工程,081400,城市建设学院,273,38,38,57,57,2023
武汉科技大学,土木工程,081400,资源与环境工程学院,273,38,38,57,57,2023
武汉科技大学,化学工程与技术,081700,化学与化工学院,273,38,38,57,57,2023
武汉科技大学,矿业工程,081900,资源与环境工程学院,260,35,35,53,53,2023
武汉科技大学,矿业工程,081900,国家环境保护矿冶资源利用与污染控制重点实验室,260,35,35,53,53,2023
武汉科技大学,交通运输工程,082300,汽车与交通工程学院,273,38,38,57,57,2023
武汉科技大学,环境科学与工程,083000,资源与环境工程学院,273,38,38,57,57,2023
武汉科技大学,环境科学与工程,083000,国家环境保护矿冶资源利用与污染控制重点实验室,273,38,38,57,57,2023
武汉科技大学,软件工程,083500,计算机科学与技术学院,273,38,38,57,57,2023
武汉科技大学,安全科学与工程,083700,资源与环境工程学院,273,38,38,57,57,2023
武汉科技大学,电子信息,085400,信息科学与工程学院/人工智能学院,273,38,38,57,57,2023
武汉科技大学,电子信息,085400,计算机科学与技术学院,273,38,38,57,57,2023
武汉科技大学,机械,085500,机械自动化学院,273,38,38,57,57,2023
武汉科技大学,机械,085500,汽车与交通工程学院,273,38,38,57,57,2023
武汉科技大学,材料与化工,085600,材料与冶金学院,273,38,38,57,57,2023
武汉科技大学,材料与化工,085600,化学与化工学院,273,38,38,57,57,2023
武汉科技大学,材料与化工,085600,高性能钢铁材料及其应用省部共建协同创新中心,273,38,38,57,57,2023
武汉科技大学,资源与环境,085700,资源与环境工程学院,273,38,38,57,57,2023
武汉科技大学,资源与环境,085700,国家环境保护矿冶资源利用与污染控制重点实验室,273,38,38,57,57,2023
武汉科技大学,土木水利,085900,城市建设学院,273,38,38,57,57,2023
武汉科技大学,生物与医药,086000,生命科学与健康学院,273,38,38,57,57,2023
武汉科技大学,交通运输,086100,汽车与交通工程学院,273,38,38,57,57,2023
武汉科技大学,管理科学与工程,087100,恒大管理学院,280,38,38,57,57,2023
武汉科技大学,基础医学,100100,医学院,296,39,39,117,0,2023
武汉科技大学,基础医学,100100,第一临床学院,296,39,39,117,0,2023
武汉科技大学,公共卫生与预防医学,100400,公共卫生学院,296,39,39,117,0,2023
武汉科技大学,内科学,105101,医学院,296,39,39,117,0,2023
武汉科技大学,内科学,105101,第一临床学院,296,39,39,117,0,2023
武汉科技大学,儿科学,105102,医学院,296,39,39,117,0,2023
武汉科技大学,神经病学,105104,医学院,296,39,39,117,0,2023
武汉科技大学,全科医学,105109,医学院,296,39,39,117,0,2023
武汉科技大学,全科医学,105109,第一临床学院,296,39,39,117,0,2023
武汉科技大学,康复医学与理疗学,105110,医学院,296,39,39,117,0,2023
武汉科技大学,外科学,105111,医学院,296,39,39,117,0,2023
武汉科技大学,外科学,105111,第一临床学院,296,39,39,117,0,2023
武汉科技大学,儿外科学,105112,医学院,296,39,39,117,0,2023
武汉科技大学,骨科学,105113,医学院,296,39,39,117,0,2023
武汉科技大学,妇产科学,105115,医学院,296,39,39,117,0,2023
武汉科技大学,麻醉学,105118,医学院,296,39,39,117,0,2023
武汉科技大学,放射影像学,105123,医学院,296,39,39,117,0,2023
武汉科技大学,超声医学,105124,医学院,296,39,39,117,0,2023
武汉科技大学,护理,105400,医学院,296,39,39,117,0,2023
武汉科技大学,药学,105500,医学院,296,39,39,117,0,2023
武汉科技大学,工商管理,120200,恒大管理学院,353,51,51,77,77,2023
武汉科技大学,公共管理,120400,文法与经济学院,344,55,55,71,71,2023
武汉科技大学,公共管理,120400,体育学院/恒大足球学院,344,55,55,77,77,2023
武汉科技大学,艺术管理,1204Z1,艺术与设计学院,340,47,47,71,71,2023
武汉科技大学,工商管理,125100,恒大管理学院,167,0,41,82,0,2023
武汉科技大学,公共管理,125200,理学院,175,0,44,88,0,2023
武汉科技大学,公共管理,125200,文法与经济学院,175,0,44,88,0,2023
武汉科技大学,公共管理,125200,马克思主义学院,176,0,44,88,0,2023
武汉科技大学,会计,125300,恒大管理学院,232,0,60,120,0,2023
武汉科技大学,工程管理,125601,城市建设学院,178,0,44,88,0,2023
武汉科技大学,工程管理,125601,恒大管理学院,178,0,44,88,0,2023
武汉科技大学,工业工程与管理,125603,机械自动化学院,178,0,44,88,0,2023
武汉科技大学,物流工程与管理,125604,恒大管理学院,220,0,60,120,0,2023
武汉科技大学,设计学,130500,艺术与设计学院,362,40,40,60,60,2023
武汉科技大学,美术,135107,艺术与设计学院,362,40,40,60,60,2023
武汉科技大学,艺术设计,135108,城市建设学院,362,40,40,60,60,2023
武汉科技大学,艺术设计,135108,艺术与设计学院,362,40,40,60,60,2023
武汉科技大学,哲学,010100,马克思主义学院,333,47,47,71,71,2024
武汉科技大学,应用经济学,020200,法学与经济学院,338,47,47,71,71,2024
武汉科技大学,应用统计,025200,理学院,338,47,47,71,71,2024
武汉科技大学,国际商务,025400,法学与经济学院,351,47,47,71,71,2024
武汉科技大学,马克思主义理论,030500,马克思主义学院,372,47,47,71,71,2024
武汉科技大学,马克思主义法学,0305Z1,法学与经济学院,331,47,47,71,71,2024
武汉科技大学,法律（法学）,035102,法学与经济学院,331,47,47,71,71,2024
武汉科技大学,社会工作,035200,法学与经济学院,339,47,47,71,71,2024
武汉科技大学,外国语言文学,050200,外国语学院,379,55,55,83,83,2024
武汉科技大学,外国语言文学,050200,外国语学院,379,55,55,83,83,2024
武汉科技大学,外国语言文学,050200,外国语学院,379,55,55,83,83,2024
武汉科技大学,外国语言文学,050200,外国语学院,365,55,55,83,83,2024
武汉科技大学,外国语言文学,050200,外国语学院,365,55,55,83,83,2024
武汉科技大学,外国语言文学,050200,外国语学院,365,55,55,83,83,2024
武汉科技大学,英语笔译,055101,外国语学院,365,55,55,83,83,2024
武汉科技大学,数学,070100,理学院,325,44,44,65,65,2024
武汉科技大学,物理学,070200,理学院,288,41,41,62,62,2024
武汉科技大学,化学,070300,化学与化工学院,288,41,41,62,62,2024
武汉科技大学,生物学,071000,生命科学与健康学院,288,41,41,62,62,2024
武汉科技大学,生物学,071000,医学部医学院,288,41,41,62,62,2024
武汉科技大学,系统科学,071100,理学院,288,41,41,62,62,2024
武汉科技大学,统计学,071400,理学院,295,44,44,65,65,2024
武汉科技大学,力学,080100,理学院,260,35,35,53,53,2024
武汉科技大学,机械工程,080200,机械自动化学院,280,37,37,56,56,2024
武汉科技大学,机械工程,080200,机械自动化学院,273,37,37,56,56,2024
武汉科技大学,车辆工程,080204,汽车与交通工程学院,273,37,37,56,56,2024
武汉科技大学,仪器科学与技术,080400,机械自动化学院,273,37,37,56,56,2024
武汉科技大学,材料科学与工程,080500,材料学部,273,37,37,56,56,2024
武汉科技大学,材料科学与工程,080500,高性能钢铁材料及其应用省部共建协同创新中心,273,37,37,56,56,2024
武汉科技大学,冶金工程,080600,材料学部,260,35,35,53,53,2024
武汉科技大学,冶金工程,080600,高性能钢铁材料及其应用省部共建协同创新中心,260,35,35,53,53,2024
武汉科技大学,电气工程,080800,信息科学与工程学院/人工智能学院,291,37,37,60,60,2024
武汉科技大学,信息与通信工程,081000,信息科学与工程学院/人工智能学院,295,37,37,60,60,2024
武汉科技大学,控制科学与工程,081100,信息科学与工程学院/人工智能学院,273,37,37,56,56,2024
武汉科技大学,计算机科学与技术,081200,计算机科学与技术学院,273,37,37,56,56,2024
武汉科技大学,建筑学,081300,城市建设学院,310,45,45,85,85,2024
武汉科技大学,土木工程,081400,城市建设学院,273,37,37,56,56,2024
武汉科技大学,土木工程,081400,资源与环境工程学院,273,37,37,56,56,2024
武汉科技大学,化学工程与技术,081700,化学与化工学院,273,37,37,56,56,2024
武汉科技大学,矿业工程,081900,资源与环境工程学院,260,35,35,53,53,2024
武汉科技大学,矿业工程,081900,国家环境保护矿冶资源利用与污染控制重点实验室,260,35,35,53,53,2024
武汉科技大学,交通运输工程,082300,汽车与交通工程学院,273,37,37,56,56,2024
武汉科技大学,环境科学与工程,083000,资源与环境工程学院,273,37,37,56,56,2024
武汉科技大学,环境科学与工程,083000,国家环境保护矿冶资源利用与污染控制重点实验室,273,37,37,56,56,2024
武汉科技大学,软件工程,083500,计算机科学与技术学院,273,37,37,56,56,2024
武汉科技大学,安全科学与工程,083700,资源与环境工程学院,273,37,37,56,56,2024
武汉科技大学,电子信息,085400,信息科学与工程学院/人工智能学院,273,37,37,56,56,2024
武汉科技大学,电子信息,085400,信息科学与工程学院/人工智能学院,316,52,52,88,88,2024
武汉科技大学,电子信息,085400,信息科学与工程学院/人工智能学院,307,45,45,85,85,2024
武汉科技大学,电子信息,085400,计算机科学与技术学院,297,37,37,56,56,2024
武汉科技大学,机械,085500,机械自动化学院,300,37,37,56,56,2024
武汉科技大学,机械,085500,汽车与交通工程学院,300,37,37,56,56,2024
武汉科技大学,材料与化工,085600,材料学部,273,37,37,56,56,2024
武汉科技大学,材料与化工,085600,化学与化工学院,273,37,37,56,56,2024
武汉科技大学,材料与化工,085600,高性能钢铁材料及其应用省部共建协同创新中心,273,37,37,56,56,2024
武汉科技大学,资源与环境,085700,资源与环境工程学院,273,37,37,56,56,2024
武汉科技大学,资源与环境,085700,国家环境保护矿冶资源利用与污染控制重点实验室,273,37,37,56,56,2024
武汉科技大学,土木水利,085900,城市建设学院,273,37,37,56,56,2024
武汉科技大学,生物与医药,086000,生命科学与健康学院,273,37,37,56,56,2024
武汉科技大学,交通运输,086100,汽车与交通工程学院,273,37,37,56,56,2024
武汉科技大学,交通运输,086100,汽车与交通工程学院,297,37,37,56,56,2024
武汉科技大学,交通运输,086100,汽车与交通工程学院,297,37,37,56,56,2024
武汉科技大学,交通运输,086100,汽车与交通工程学院,273,37,37,56,56,2024
武汉科技大学,管理科学与工程,087100,管理学院/恒大管理学院,275,47,44,56,56,2024
武汉科技大学,基础医学,100100,医学部医学院,304,42,42,126,0,2024
武汉科技大学,公共卫生与预防医学,100400,医学部公共卫生学院,304,42,42,126,0,2024
武汉科技大学,内科学,105101,医学部第二临床学院,304,42,42,126,0,2024
武汉科技大学,内科学,105101,医学部医学院,317,42,42,126,0,2024
武汉科技大学,内科学,105101,医学部第一临床学院,304,42,42,126,0,2024
武汉科技大学,儿科学,105102,医学部第二临床学院,304,42,42,126,0,2024
武汉科技大学,儿科学,105102,医学部医学院,304,42,42,126,0,2024
武汉科技大学,神经病学,105104,医学部医学院,304,42,42,126,0,2024
武汉科技大学,精神病与精神卫生学,105105,医学部医学院,304,42,42,126,0,2024
武汉科技大学,皮肤病与性病学,105106,医学部医学院,317,42,42,126,0,2024
武汉科技大学,急诊医学,105107,医学部医学院,304,42,42,126,0,2024
武汉科技大学,重症医学,105108,医学部第一临床学院,304,42,42,126,0,2024
武汉科技大学,重症医学,105108,医学部医学院,304,42,42,126,0,2024
武汉科技大学,全科医学,105109,医学部第二临床学院,304,42,42,126,0,2024
武汉科技大学,全科医学,105109,医学部医学院,304,42,42,126,0,2024
武汉科技大学,全科医学,105109,医学部第一临床学院,304,42,42,126,0,2024
武汉科技大学,康复医学与理疗学,105110,医学部医学院,304,42,42,126,0,2024
武汉科技大学,外科学,105111,医学部医学院,308,42,42,126,0,2024
武汉科技大学,外科学,105111,医学部第一临床学院,304,42,42,126,0,2024
武汉科技大学,外科学,105111,医学部第二临床学院,304,42,42,126,0,2024
武汉科技大学,儿外科学,105112,医学部医学院,304,42,42,126,0,2024
武汉科技大学,骨科学,105113,医学部医学院,304,42,42,126,0,2024
武汉科技大学,妇产科学,105115,医学部医学院,304,42,42,126,0,2024
武汉科技大学,妇产科学,105115,医学部第二临床学院,304,42,42,126,0,2024
武汉科技大学,眼科学,105116,医学部医学院,304,42,42,126,0,2024
武汉科技大学,耳鼻咽喉科学,105117,医学部医学院,304,42,42,126,0,2024
武汉科技大学,麻醉学,105118,医学部医学院,304,42,42,126,0,2024
武汉科技大学,临床病理,105119,医学部医学院,304,42,42,126,0,2024
武汉科技大学,放射影像学,105123,医学部第二临床学院,304,42,42,126,0,2024
武汉科技大学,放射影像学,105123,医学部医学院,327,42,42,126,0,2024
武汉科技大学,放射影像学,105123,医学部第一临床学院,304,42,42,126,0,2024
武汉科技大学,超声医学,105124,医学部第二临床学院,304,42,42,126,0,2024
武汉科技大学,超声医学,105124,医学部医学院,304,42,42,126,0,2024
武汉科技大学,护理,105400,医学部医学院,315,42,42,126,0,2024
武汉科技大学,药学,105500,医学部医学院,304,42,42,126,0,2024
武汉科技大学,工商管理学,120200,管理学院/恒大管理学院,347,49,49,74,74,2024
武汉科技大学,公共管理学,120400,法学与经济学院,363,57,57,74,74,2024
武汉科技大学,公共管理学,120400,体育学院/恒大足球学院,347,49,49,74,74,2024
武汉科技大学,艺术管理,1204Z1,艺术与设计学院,347,49,49,74,74,2024
武汉科技大学,工商管理,125100,管理学院/恒大管理学院,162,0,39,78,0,2024
武汉科技大学,公共管理,125200,法学与经济学院,173,0,43,86,0,2024
武汉科技大学,公共管理,125200,马克思主义学院,173,0,43,86,0,2024
武汉科技大学,会计,125300,管理学院/恒大管理学院,227,0,52,135,0,2024
武汉科技大学,工程管理,125601,管理学院/恒大管理学院,176,0,43,86,0,2024
武汉科技大学,工程管理,125601,城市建设学院,176,0,43,86,0,2024
武汉科技大学,工业工程与管理,125603,机械自动化学院,176,0,43,86,0,2024
武汉科技大学,物流工程与管理,125604,管理学院/恒大管理学院,219,0,49,135,0,2024
武汉科技大学,设计,135700,城市建设学院,362,40,40,60,60,2024
武汉科技大学,设计,135700,艺术与设计学院,366,40,40,60,60,2024
武汉科技大学,设计学,140300,艺术与设计学院,366,39,39,59,59,2024
武汉科技大学,哲学,0101,马克思主义学院,321,39,39,59,59,2025
武汉科技大学,应用统计,025200,理学院,329,40,40,60,60,2025
武汉科技大学,应用统计,025200,理学院,329,40,40,60,60,2025
武汉科技大学,应用统计,025200,理学院,329,40,40,60,60,2025
武汉科技大学,应用统计,025200,理学院,329,40,40,60,60,2025
武汉科技大学,应用统计,025200,理学院,323,40,40,60,60,2025
武汉科技大学,国际商务,025400,法学与经济学院,323,40,40,60,60,2025
武汉科技大学,马克思主义法学,0305Z1,法学与经济学院,323,40,40,60,60,2025
武汉科技大学,法律（法学）,035102,法学与经济学院,323,40,40,60,60,2025
武汉科技大学,社会工作,035200,法学与经济学院,351,40,40,60,60,2025
武汉科技大学,马克思主义理论,0305,马克思主义学院,336,40,40,60,60,2025
武汉科技大学,外国语言文学,050200,外国语学院,351,47,47,71,71,2025
武汉科技大学,英语笔译,055101,外国语学院,351,47,47,71,71,2025
武汉科技大学,数学,070100,理学院,303,34,34,51,51,2025
武汉科技大学,数学,070100,理学院,303,34,34,51,51,2025
武汉科技大学,数学,070100,理学院,303,34,34,51,51,2025
武汉科技大学,数学,070100,理学院,303,34,34,51,51,2025
武汉科技大学,数学,070100,理学院,274,34,34,51,51,2025
武汉科技大学,化学,070300,化学与化工学院,274,34,34,51,51,2025
武汉科技大学,生物学,071000,生命科学与健康学院,274,34,34,51,51,2025
武汉科技大学,生物学,071000,医学部医学院,274,34,34,51,51,2025
武汉科技大学,物理学,0702,理学院,274,34,34,51,51,2025
